,trial_id,results_status,countries,global_trial_end_dates,status_list,secondary_ids
95,2020-002310-41,(No results available),['ES'],[None],['Ongoing'],{'spon_id': '“MADRID-COVID”'}
96,2020-002166-13,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'HUB-MdI-ICAT-COVID-201'}
97,2020-002449-41,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'PRE-COVID'}
98,2020-002713-17,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'GA42469'}
99,2020-001904-41,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],{'spon_id': 'GETAFIX-2020'}
100,2020-002668-29,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],{'spon_id': '132796'}
101,2020-002632-75,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],{'spon_id': 'CLI-050000-04'}
102,2020-002494-10,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],{'spon_id': ''}
103,2020-002476-13,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],{'spon_id': '20HH5958'}
104,2020-002952-18,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],{'spon_id': 'Protocol'}
105,2020-002503-19,(No results available),"['NL', 'GB']","[None, None]","['Ongoing', 'GB - no longer in EU/EEA']","{'nct_id': 'NCT04327206', 'spon_id': '62586'}"
106,2020-002091-12,(No results available),['BG'],[None],['Ongoing'],{'spon_id': 'HUVE-19-CT-001'}
107,2020-001417-21,View results,['BE'],['2020-06-26'],['Prematurely Ended'],{'spon_id': 'ITM202004'}
108,2020-002102-58,(No results available),['BE'],[None],['Ongoing'],{'spon_id': 'TJT2012'}
109,2020-001770-30,(No results available),['BE'],[None],['Prematurely Ended'],{'spon_id': '2020COVID-19TCZ'}
110,2020-002574-27,(No results available),['FR'],[None],['Ongoing'],{'spon_id': 'RC20_0230'}
111,2020-001333-13,(No results available),['FR'],['2020-08-07'],['Prematurely Ended'],{'spon_id': '20-37815010'}
112,2020-002039-31,(No results available),['FI'],[None],['Ongoing'],{'spon_id': 'covidstorm'}
113,2020-002038-33,(No results available),['FI'],[None],['Ongoing'],{'spon_id': 'LIBERTY'}
114,2020-002458-25,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'INTERCOP'}
115,2020-002283-32,(No results available),['IT'],[None],['Ongoing'],{'spon_id': '2020-34'}
116,2020-001739-28,(No results available),['BE'],[None],['Ongoing'],{'spon_id': 'S63979'}
117,2020-001172-15,(No results available),"['DE', 'DK', 'AT', 'GB']","[None, None, None, None]","['Ongoing', 'Prematurely Ended', 'Ongoing', 'GB - no longer in EU/EEA']",{'spon_id': 'APN01-01-COVID19'}
118,2020-001408-41,(No results available),['DE'],['2020-08-31'],['Prematurely Ended'],{'spon_id': 'UKF-MIT-2020-01'}
119,2020-002394-94,(No results available),['BE'],[None],['Ongoing'],{'spon_id': 'PULSE-IIT-FluidDA-001'}
120,2020-001748-24,(No results available),['SE'],[None],['Ongoing'],{'spon_id': 'ImmCoVA'}
121,2020-002584-63,(No results available),"['DE', 'NL', 'ES']","[None, None, None]","['Ongoing', 'Ongoing', 'Restarted']",{'spon_id': 'VAC31518COV2001'}
122,2020-002869-34,(No results available),['BE'],[None],['Ongoing'],"{'nct_id': 'NCT04396106', 'spon_id': 'AT-03A-001'}"
123,2020-002503-19,(No results available),"['NL', 'GB']","[None, None]","['Ongoing', 'GB - no longer in EU/EEA']","{'nct_id': 'NCT04327206', 'spon_id': '62586'}"
124,2020-002314-40,(No results available),['AT'],[None],['Ongoing'],{'spon_id': 'CoV-2_DDI'}
125,2020-002027-10,(No results available),['SE'],[None],['Ongoing'],{'spon_id': 'COVIDENZA'}
126,2020-001281-11,(No results available),['FR'],['2020-04-28'],['Prematurely Ended'],{'spon_id': '20CH065'}
127,2020-001530-35,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'MeCOVID'}
128,2020-001622-64,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'TAC-COVID19'}
129,2020-001722-66,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'REP_COVID'}
130,2020-001505-22,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'BST-COVID-01'}
131,2020-001541-39,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'BEVACOR'}
132,2020-001618-39,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'CL08-ORY-2001_COVID-19'}
133,2020-000705-86,(No results available),['ES'],[None],['Ongoing'],{'spon_id': '01-2020'}
134,2020-001825-29,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'ANA-COVID-GEAS'}
135,2020-001697-30,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'COVIDNA'}
136,2020-001376-15,(No results available),['DE'],['2020-09-03'],['Prematurely Ended'],{'spon_id': 'VPM1002-DE-3.06CoV'}
137,2020-002299-11,(No results available),['HU'],[None],['Ongoing'],{'spon_id': 'SD-COVID19-01'}
138,2020-002728-35,(No results available),['HU'],[None],['Ongoing'],{'spon_id': 'HUN-AVI-01'}
139,2020-001645-40,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'REPAVID-19'}
140,2020-003470-47,(No results available),['NL'],[None],['Ongoing'],{'spon_id': '74730.041.20'}
141,2020-001686-36,(No results available),['FR'],[None],['Ongoing'],{'spon_id': '2020-21'}
142,2020-002542-16,(No results available),"['GB', 'GR', 'DK', 'DE']","[None, None, None, None]","['GB - no longer in EU/EEA', 'Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'INSIGHT-013-ITAC'}
143,2020-001264-28,(No results available),"['DE', 'BG', 'GR', 'HU']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']","{'nct_id': 'NCT04379271', 'spon_id': 'P2-IMU-838-COV'}"
144,2020-001498-63,(No results available),"['BE', 'GB']","[None, None]","['Ongoing', 'GB - no longer in EU/EEA']",{'spon_id': 'BIO101-CL05'}
145,2020-001327-13,(No results available),['AT'],[None],['Ongoing'],{'spon_id': 'OnCoVID19Trial'}
146,2020-002110-41,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],{'spon_id': 'CRUKD/20/002'}
147,2020-001610-38,(No results available),['DK'],[None],['Ongoing'],{'spon_id': 'JAGG2020-1'}
148,2020-001498-63,(No results available),"['BE', 'GB']","[None, None]","['Ongoing', 'GB - no longer in EU/EEA']",{'spon_id': 'BIO101-CL05'}
149,2020-001608-40,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'HS216C17(MRCT)'}
150,2020-003349-12,(No results available),['IE'],[None],['Ongoing'],"{'isrctn': 'ISRCTN12345678', 'nct_id': 'NCT12345678', 'spon_id': 'NUIG-2020-003'}"
151,2020-004928-42,(No results available),['HU'],[None],['Ongoing'],{'spon_id': 'REM-ENY-01'}
152,2020-001420-34,(No results available),['DK'],[None],['Ongoing'],{'spon_id': '0001'}
153,2020-001473-79,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],"{'nct_id': 'NCT04350593', 'spon_id': 'ESR-20-20653'}"
154,2020-002211-21,(No results available),"['GB', 'CZ']","[None, None]","['GB - no longer in EU/EEA', 'Ongoing']",{'spon_id': 'SGS.1656.201'}
155,2020-001010-38,(No results available),['NO'],['2020-05-20'],['Prematurely Ended'],{'spon_id': 'Ahus-NO-COVID-19'}
156,2020-001455-40,(No results available),['GR'],[None],['Completed'],"{'nct_id': 'NCT04326790', 'spon_id': 'GRECCO-19'}"
157,2020-002295-13,(No results available),['FR'],[None],['Ongoing'],{'spon_id': 'APHP200552'}
158,2020-001867-94,(No results available),['FR'],[None],['Ongoing'],{'spon_id': '20-070'}
159,2020-002542-16,(No results available),"['GB', 'GR', 'DK', 'DE']","[None, None, None, None]","['GB - no longer in EU/EEA', 'Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'INSIGHT-013-ITAC'}
160,2020-001244-26,(No results available),['AT'],[None],['Ongoing'],{'spon_id': 'COV-2-SOLNATIDE-20'}
161,2020-001504-42,(No results available),"['FR', 'BE']","[None, None]","['Ongoing', 'Ongoing']",{'spon_id': 'MOT-C-204'}
162,2020-001558-23,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'COFID19-AIFA17/2020'}
163,2020-001745-40,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'COVID-SARI-001'}
164,2020-003267-26,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'BNT162-04'}
165,2020-001732-10,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'KKS-278'}
166,2020-003486-19,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],{'spon_id': '1.002.20'}
167,2020-003689-37,(No results available),['FR'],[None],['Ongoing'],{'spon_id': 'RC20_0319'}
168,2020-002677-95,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'ABC-201'}
169,2020-001689-12,(No results available),"['ES', 'GB', 'FR', 'GR']","[None, None, None, None]","['Ongoing', 'GB - no longer in EU/EEA', 'Ongoing', 'Ongoing']","{'nct_id': 'NCT04322682', 'spon_id': 'MHIPS-2020-001'}"
170,2020-002122-82,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'UKER-COV2-01'}
171,2020-001936-86,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'COMET'}
172,2020-001782-37,(No results available),['SK'],[None],['Ongoing'],{'spon_id': 'PО-COV-III-20'}
173,2020-001891-14,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'Heparin-SARS-CoV2'}
174,2020-002032-69,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'COVITOZ-01'}
175,2020-001603-16,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'COLCHI-COVID'}
176,2020-001994-66,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'ECIT-PRO19'}
177,2020-001934-37,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'GLUCOCOVID'}
178,2020-002123-11,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'HUIS-04-2020'}
179,2020-001474-29,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'SAINT'}
180,2020-001953-36,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'GC2005'}
181,2020-002472-12,(No results available),['NL'],[None],[None],
182,2020-001903-17,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'HMos-012020'}
183,2020-002114-40,(No results available),['FR'],[None],['Ongoing'],{'spon_id': 'APHP200527'}
184,2020-001852-16,(No results available),['NL'],[None],['Ongoing'],{'spon_id': '01-04-2020'}
185,2020-002056-20,(No results available),['FR'],[None],['Ongoing'],{'spon_id': 'APHP200495'}
186,2020-004144-28,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],"{'isrctn': 'ISRCTN88057279', 'nct_id': 'NCT04389359', 'spon_id': 'CCTU0307'}"
187,2020-001857-31,(No results available),['DE'],[None],[None],
188,2020-002497-27,(No results available),['CZ'],[None],['Ongoing'],{'spon_id': 'KFJ-2020-01_IMUNOR'}
189,2020-002293-28,(No results available),['SE'],[None],['Ongoing'],{'spon_id': '2020-002293-28'}
190,2020-001623-13,(No results available),['GR'],[None],['Ongoing'],{'spon_id': 'T3inj-02/Thy-Support'}
191,2020-002225-29,(No results available),['FR'],[None],['Ongoing'],{'spon_id': 'AntagoBrad-Cov'}
192,2020-003367-26,(No results available),"['GB', 'SE']","[None, None]","['GB - no longer in EU/EEA', 'Ongoing']",{'spon_id': 'MK4482-001'}
193,2020-001236-10,(No results available),['NL'],[None],['Ongoing'],{'spon_id': 'COVID-19'}
194,2020-001467-82,(No results available),['NL'],[None],['Ongoing'],{'spon_id': 'P020.051'}
195,2020-004743-83,(No results available),['GB'],[None],['GB - no longer in EU/EEA'],{'spon_id': 'SG018'}
196,2020-001546-19,(No results available),['BE'],['2020-10-26'],['Completed'],{'spon_id': 'ARGX-117-2001'}
197,2020-001357-52,(No results available),['ES'],[None],['Ongoing'],"{'nct_id': 'NCT04330495', 'spon_id': 'EnCovid-hidroxiCLOROQUINA'}"
198,2020-001319-26,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'FJD-COVID-ESTATINAS'}
199,2020-001995-13,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'BREATH-19'}
200,2020-002274-28,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'COVID-VIT-D'}
201,2020-001704-42,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'SANsinCOVID'}
202,2020-002287-31,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'PREVICHARM'}
203,2020-002037-15,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'SARTRE'}
204,2020-001960-28,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'RCTVITD/SARS-CoV-19'}
205,2020-001841-38,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'Col-VID'}
206,2020-002456-21,(No results available),['NL'],['2020-09-03'],['Completed'],{'spon_id': '74082'}
207,2020-001605-23,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'HUA-COVID-19'}
208,2020-002312-43,(No results available),['ES'],[None],['Ongoing'],{'spon_id': '01052020'}
209,2020-001671-32,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'STS-BDB001-04'}
210,2020-002009-25,(No results available),['CZ'],[None],['Ongoing'],{'spon_id': 'SARSCov2EFTI1.0'}
211,2020-001971-33,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'CORIVER'}
212,2020-002234-32,(No results available),"['BE', 'IT']","[None, None]","['Ongoing', 'Ongoing']",{'spon_id': 'CONVINCE'}
213,2020-002913-16,(No results available),"['BE', 'DE', 'AT', 'PT', 'NL', 'DK']","[None, None, None, None, None, None]","['Ongoing', 'Ongoing', '', 'Ongoing', '', '']",{'spon_id': '0135-0347'}
214,2020-004682-39,(No results available),['CZ'],[None],['Ongoing'],{'spon_id': 'KFJ-2020-02_NORMOSANG'}
215,2020-001206-35,(No results available),"['AT', 'DE']","[None, None]","['Ongoing', 'Ongoing']",{'spon_id': 'ACEI-COVID-19'}
216,2020-001689-12,(No results available),"['ES', 'GB', 'FR', 'GR']","[None, None, None, None]","['Ongoing', 'GB - no longer in EU/EEA', 'Ongoing', 'Ongoing']","{'nct_id': 'NCT04322682', 'spon_id': 'MHIPS-2020-001'}"
217,2020-002322-85,(No results available),['SE'],[None],['Ongoing'],{'spon_id': 'KAN0006'}
218,2020-003936-25,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'RLX0120'}
219,2020-003904-15,(No results available),['DK'],[None],['Ongoing'],{'spon_id': '20202407'}
220,2020-001038-36,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'BNT162-01'}
221,2020-002282-33,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'COVID-PREVENT'}
222,2020-001784-88,(No results available),['FI'],[None],['Ongoing'],{'spon_id': 'WHO-FIN-COVID-19'}
223,2020-002504-39,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'HERO-19'}
224,2020-004695-18,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'RES-Q-HR'}
225,2020-002119-23,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'IEO1253'}
226,2020-001654-21,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'KKS-279'}
227,2020-003872-42,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'ANTIICIPATE'}
228,2020-004408-32,(No results available),['GR'],[None],['Ongoing'],{'spon_id': 'AMY-101_ITHACA'}
229,2020-001391-15,(No results available),['IE'],[None],['Ongoing'],{'spon_id': 'V323Oct2020'}
230,2020-000936-23,(No results available),"['FR', 'AT', 'PT']","[None, None, None]","['Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'C20-15'}
231,2020-001335-28,(No results available),"['NL', 'DE']","[None, None]","['Ongoing', 'Ongoing']",{'spon_id': 'IFX-1-P2.9'}
232,2020-003654-71,(No results available),"['RO', 'GR']","[None, None]","['Ongoing', 'Ongoing']","{'nct_id': 'NCT04452318', 'spon_id': 'R10933-10987-COV-2069'}"
233,2020-003368-24,(No results available),"['GB', 'DE']","[None, None]","['GB - no longer in EU/EEA', 'Ongoing']",{'spon_id': 'MK-4482-002'}
234,2020-002502-75,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'P-pVAC-SARS-CoV-2'}
235,2020-001632-10,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'SARS-CoV-2CP-HD-001'}
