db_id,HCQ,IVE,CP
tri01281,2,0,0
tri01282,0,0,0
tri01283,0,0,0
tri01285,1,0,0
tri01286,0,0,0
tri01288,0,0,0
tri01289,0,0,0
tri01290,2,0,0
tri01291,0,0,0
tri01292,1,0,0
tri01294,0,0,0
tri01296,0,0,0
tri01300,0,0,0
tri01301,0,0,1
tri01305,0,0,0
tri01306,0,0,1
tri01311,0,0,0
tri01312,1,0,0
tri01315,0,0,0
tri01320,0,0,0
tri01321,0,0,0
tri01324,0,0,0
tri01327,0,0,0
tri01330,0,0,0
tri01332,0,0,0
tri01350,0,0,0
tri01358,0,0,0
tri01363,0,0,0
tri01365,0,0,0
tri01367,0,0,0
tri01369,0,0,0
tri01390,0,0,0
tri01391,0,0,0
tri01395,0,0,0
tri01419,0,0,0
tri01420,0,0,0
tri01424,0,0,0
tri01425,0,0,0
tri01426,2,0,0
tri01427,0,0,0
tri01428,1,0,0
tri01431,0,0,0
tri01434,0,0,0
tri01435,0,0,0
tri01442,0,0,0
tri01444,0,0,0
tri01452,0,0,0
tri01453,0,0,0
tri01459,0,0,0
tri01465,0,0,0
tri01468,0,1,0
tri01472,0,0,0
tri01476,0,0,0
tri01479,2,0,0
tri01481,0,0,0
tri01482,0,0,0
tri01483,0,0,0
tri01485,0,0,0
tri01486,1,0,0
tri01489,2,0,0
tri01492,2,0,0
tri01493,1,0,0
tri01496,0,0,0
tri01497,0,0,0
tri01500,0,0,0
tri01501,0,0,0
tri01505,0,0,0
tri01508,0,0,0
tri01513,0,0,0
tri01514,0,0,0
tri01520,1,0,0
tri01528,0,0,0
tri01536,1,0,0
tri01545,0,0,2
tri01552,0,0,0
tri01557,0,0,0
tri01559,2,0,0
tri01560,0,0,0
tri01564,0,0,0
tri01571,0,0,0
tri01577,0,0,0
tri01580,0,0,0
tri01583,0,0,0
tri01591,0,0,0
tri01592,0,0,0
tri01596,0,0,0
tri01597,0,0,0
tri01598,0,0,0
tri01601,0,0,0
tri01611,0,0,0
tri01614,0,0,0
tri01625,0,0,0
tri01648,0,0,0
tri01651,0,0,0
tri01658,0,0,1
tri01687,0,0,0
tri01717,0,0,0
tri01736,0,0,0
tri01742,0,0,1
tri01745,0,0,1
tri01756,0,0,0
tri01763,0,0,0
tri01766,0,0,0
tri01787,0,0,0
tri01788,0,0,0
tri01790,0,0,0
tri01795,0,0,0
tri01798,1,0,0
tri01802,1,0,0
tri01804,0,0,0
tri01805,0,0,0
tri01806,0,0,0
tri01811,0,0,0
tri01816,0,0,0
tri01822,0,0,0
tri01826,0,0,0
tri01827,0,0,0
tri01834,0,0,1
tri01842,0,0,0
tri01843,0,0,0
tri01845,0,0,1
tri01846,0,0,0
tri01848,0,0,0
tri01855,0,0,0
tri01856,0,0,0
tri01860,0,0,0
tri01861,0,0,0
tri01868,1,0,0
tri01871,0,0,0
tri01872,0,0,1
tri01880,1,0,0
tri01882,1,0,0
tri01886,0,0,1
tri01887,1,0,0
tri01888,0,0,0
tri01889,0,0,0
tri01893,0,0,0
tri01896,0,0,1
tri01897,2,0,0
tri01898,0,0,1
tri01899,0,0,0
tri01903,0,0,0
tri01906,0,0,0
tri01909,0,0,0
tri01911,0,0,0
tri01915,0,0,0
tri01919,0,0,0
tri01921,0,0,0
tri01922,0,0,0
tri01925,1,0,0
tri01930,0,0,0
tri01935,0,0,1
tri01937,0,0,0
tri01940,0,0,1
tri01941,1,0,0
tri01942,0,0,0
tri01950,0,0,0
tri01964,0,0,1
tri01974,0,0,0
tri01976,0,0,1
tri01987,0,0,1
tri01988,0,0,0
tri01994,0,0,0
tri02006,0,0,0
tri02016,0,0,0
tri02017,1,0,0
tri02023,0,0,0
tri02025,0,0,1
tri02028,0,0,1
tri02029,3,0,0
tri02030,0,0,1
tri02033,0,0,0
tri02035,2,0,0
tri02037,0,0,0
tri02038,0,0,1
tri02040,0,0,0
tri02043,0,0,0
tri02046,0,0,0
tri02049,0,0,0
tri02054,0,0,0
tri02055,0,0,1
tri02056,0,0,0
tri02057,0,0,0
tri02058,0,0,0
tri02060,0,0,0
tri02061,0,0,0
tri02062,0,0,0
tri02067,0,0,0
tri02073,0,0,0
tri02078,0,1,0
tri02080,0,1,0
tri02081,0,0,0
tri02086,0,0,0
tri02088,0,0,0
tri02091,0,0,0
tri02095,0,0,0
tri02097,0,0,0
tri02099,0,0,0
tri02100,0,0,1
tri02110,0,0,1
tri02111,2,0,0
tri02116,0,0,0
tri02120,0,0,0
tri02130,0,0,0
tri02136,0,1,0
tri02138,0,0,1
tri02141,0,0,1
tri02142,0,0,0
tri02143,0,0,0
tri02148,0,0,1
tri02149,0,0,0
tri02157,1,0,0
tri02158,0,0,0
tri02168,0,0,0
tri02175,1,0,0
tri02177,0,0,1
tri02188,0,0,0
tri02189,0,1,0
tri02198,0,0,0
tri02205,0,0,0
tri02207,0,0,0
tri02209,0,0,0
tri02215,0,0,0
tri02225,1,0,0
tri02228,0,0,0
tri02235,0,0,0
tri02242,0,0,0
tri02244,0,0,0
tri02245,0,0,0
tri02251,0,0,0
tri02252,0,0,0
tri02258,0,0,0
tri02262,0,0,0
tri02264,0,1,0
tri02266,0,0,0
tri02268,0,0,0
tri02269,0,0,0
tri02273,0,0,0
tri02275,0,0,0
tri02277,0,0,0
tri02278,0,0,0
tri02279,0,0,0
tri02282,0,0,0
tri02284,0,0,0
tri02287,0,0,0
tri02289,0,0,0
tri02290,0,0,0
tri02291,0,0,0
tri02297,0,0,0
tri02303,0,0,0
tri02307,0,0,0
tri02314,0,0,0
tri02316,0,0,2
tri02322,1,0,0
tri02323,0,0,0
tri02324,0,0,1
tri02325,0,0,0
tri02327,2,0,0
tri02328,0,0,0
tri02329,0,0,0
tri02333,0,0,1
tri02335,2,0,0
tri02338,0,0,0
tri02344,0,0,0
tri02346,0,0,1
tri02354,0,0,0
tri02355,0,0,1
tri02360,0,0,1
tri02364,0,0,0
tri02371,0,0,0
tri02372,0,0,0
tri02374,0,0,0
tri02378,0,0,0
tri02380,0,0,0
tri02381,0,0,2
tri02384,0,1,0
tri02386,0,0,0
tri02391,0,0,0
tri02393,0,0,0
tri02401,0,0,0
tri02405,0,1,0
tri02412,0,0,0
tri02421,0,1,0
tri02438,0,1,0
tri02445,0,0,0
tri02446,0,0,0
tri02447,0,0,0
tri02448,2,0,0
tri02451,1,0,0
tri02452,1,0,0
tri02455,0,0,0
tri02457,0,0,0
tri02458,0,0,0
tri02461,0,0,0
tri02462,0,0,0
tri02463,0,0,0
tri02465,0,0,0
tri02467,0,0,0
tri02468,2,0,0
tri02471,0,0,0
tri02473,0,0,0
tri02475,0,0,1
tri02477,0,0,1
tri02478,0,0,0
tri02480,0,0,0
tri02482,0,0,0
tri02483,0,0,1
tri02484,0,0,0
tri02486,0,0,0
tri02497,0,0,0
tri02499,0,0,1
tri02501,0,0,0
tri02510,0,0,1
tri02513,1,0,0
tri02516,0,0,0
tri02518,0,0,0
tri02519,0,0,0
tri02529,0,0,0
tri02535,1,0,0
tri02539,3,0,0
tri02543,0,0,0
tri02549,0,0,0
tri02556,0,0,0
tri02557,1,0,0
tri02558,0,0,0
tri02559,0,0,0
tri02560,0,0,0
tri02562,0,0,0
tri02563,1,0,0
tri02564,0,0,0
tri02565,0,0,0
tri02568,0,1,0
tri02569,0,0,0
tri02570,0,0,0
tri02571,1,0,0
tri02575,0,0,0
tri02578,0,0,1
tri02581,0,0,0
tri02583,0,0,0
tri02586,0,0,0
tri02589,0,0,0
tri02591,0,0,0
tri02592,1,1,0
tri02595,0,0,0
tri02597,0,0,0
tri02598,0,0,1
tri02599,0,0,0
tri02600,0,0,0
tri02612,0,0,0
tri02615,0,0,0
tri02619,0,0,0
tri02626,0,0,0
tri02631,0,0,0
tri02632,0,0,0
tri02635,0,0,0
tri02637,0,0,0
tri02640,0,0,0
tri02643,0,0,0
tri02644,0,0,0
tri02655,0,0,0
tri02657,0,0,0
tri02666,0,0,0
tri02672,1,0,0
tri02674,1,0,0
tri02675,0,0,0
tri02683,0,0,0
tri02771,1,0,0
tri02772,0,0,0
tri02773,0,0,0
tri02778,0,0,0
tri02779,0,0,0
tri02795,0,0,0
tri02845,2,0,0
tri02852,0,0,0
tri02863,0,0,0
tri02875,0,0,0
tri02882,1,0,0
tri02883,0,0,0
tri02884,0,0,0
tri02885,0,0,0
tri02886,2,0,0
tri02888,2,0,0
tri02890,0,0,0
tri02908,0,0,0
tri02910,0,0,0
tri02912,0,0,0
tri02914,0,0,0
tri02915,0,0,0
tri02918,0,0,0
tri02921,0,0,0
tri02924,0,0,0
tri02927,0,0,0
tri02929,0,0,0
tri02933,0,0,0
tri02934,1,0,0
tri02935,0,0,0
tri02937,0,0,0
tri02942,0,0,1
tri02943,0,0,0
tri02944,0,0,1
tri02948,0,0,0
tri02951,0,0,0
tri02956,0,0,0
tri02957,0,0,0
tri02960,2,0,0
tri02961,0,0,1
tri02964,0,0,0
tri02968,0,0,0
tri02969,0,0,0
tri02970,0,0,0
tri02972,0,0,0
tri02973,2,0,0
tri02978,0,0,0
tri02979,0,0,0
tri02982,0,0,0
tri02984,0,0,0
tri02990,0,0,1
tri02991,0,0,1
tri02995,0,0,0
tri02997,0,0,0
tri03001,0,0,0
tri03008,0,0,0
tri03009,0,0,0
tri03011,1,0,0
tri03017,0,0,0
tri03020,0,0,0
tri03024,1,0,0
tri03025,0,0,0
tri03026,0,0,0
tri03027,0,0,0
tri03028,0,0,0
tri03029,0,0,0
tri03030,0,0,0
tri03033,0,0,0
tri03037,0,0,0
tri03039,0,0,0
tri03042,0,0,0
tri03044,0,0,0
tri03045,0,0,0
tri03046,0,0,0
tri03047,0,0,0
tri03049,0,0,0
tri03051,0,0,0
tri03053,0,0,0
tri03057,0,0,0
tri03060,0,0,0
tri03065,0,0,2
tri03066,0,0,0
tri03067,0,0,0
tri03069,0,0,0
tri03071,0,0,0
tri03074,0,0,0
tri03075,0,0,0
tri03077,0,0,0
tri03081,1,0,0
tri03085,0,0,1
tri03086,0,0,0
tri03092,0,0,0
tri03099,0,0,0
tri03102,0,0,0
tri03104,0,0,0
tri03110,0,0,0
tri03116,0,0,0
tri03122,0,0,0
tri03124,0,0,0
tri03130,0,0,0
tri03132,0,0,0
tri03133,0,2,0
tri03135,0,0,0
tri03136,0,0,1
tri03138,0,0,1
tri03142,0,0,0
tri03156,0,0,1
tri03162,0,0,0
tri03163,0,0,1
tri03164,1,0,0
tri03167,0,0,0
tri03168,0,0,0
tri03171,0,0,0
tri03172,0,2,0
tri03173,0,0,0
tri03183,0,0,0
tri03193,0,0,0
tri03196,0,0,0
tri03197,0,0,0
tri03198,0,0,0
tri03199,0,0,0
tri03200,0,0,0
tri03202,0,0,1
tri03204,0,0,0
tri03208,0,0,0
tri03211,2,0,0
tri03212,0,0,0
tri03213,0,0,1
tri03217,0,0,0
tri03220,0,0,0
tri03223,0,0,0
tri03227,0,0,0
tri03228,0,0,0
tri03230,0,0,0
tri03235,0,0,1
tri03244,0,0,0
tri03248,0,0,0
tri03249,0,1,0
tri03253,1,0,0
tri03261,0,3,0
tri03264,0,0,1
tri03265,0,0,0
tri03270,0,0,1
tri03274,0,0,0
tri03275,0,0,0
tri03276,1,0,0
tri03277,1,0,0
tri03287,0,0,0
tri03289,1,0,0
tri03291,1,0,0
tri03292,0,0,0
tri03293,0,0,0
tri03294,1,0,0
tri03295,0,0,0
tri03296,0,0,0
tri03299,0,0,0
tri03300,0,0,0
tri03301,0,0,0
tri03302,0,0,1
tri03303,0,0,0
tri03304,0,0,0
tri03306,0,0,0
tri03309,0,0,0
tri03311,0,0,0
tri03312,0,0,0
tri03313,0,0,0
tri03316,0,0,0
tri03317,0,0,0
tri03319,0,0,0
tri03323,0,0,0
tri03325,0,0,1
tri03326,0,0,1
tri03327,0,0,0
tri03328,0,0,0
tri03331,0,0,0
tri03332,1,0,0
tri03334,0,0,0
tri03336,0,0,0
tri03337,0,0,0
tri03340,0,0,0
tri03341,1,0,0
tri03343,1,0,0
tri03346,0,0,0
tri03347,0,0,1
tri03348,0,0,0
tri03349,0,0,0
tri03350,0,0,0
tri03357,0,0,0
tri03358,1,0,0
tri03359,0,0,0
tri03361,0,0,0
tri03365,0,0,0
tri03366,0,0,0
tri03368,0,0,0
tri03369,0,0,0
tri03371,0,0,0
tri03378,0,0,0
tri03380,0,0,0
tri03381,0,0,0
tri03382,0,0,0
tri03386,0,0,0
tri03390,0,0,0
tri03392,1,0,0
tri03394,0,0,0
tri03396,0,0,1
tri03397,0,0,0
tri03402,1,0,0
tri03404,0,0,0
tri03405,0,0,0
tri03406,0,0,0
tri03407,0,0,0
tri03412,0,0,0
tri03414,0,0,0
tri03418,0,0,0
tri03419,0,0,0
tri03422,0,0,0
tri03423,0,0,0
tri03424,0,0,0
tri03425,0,0,0
tri03426,1,0,0
tri03429,0,2,0
tri03432,0,0,0
tri03434,0,0,0
tri03436,0,0,0
tri03437,0,0,0
tri03440,0,0,0
tri03450,0,0,0
tri03451,1,0,0
tri03454,0,0,0
tri03455,0,0,0
tri03456,0,0,0
tri03458,0,1,0
tri03462,0,0,0
tri03463,0,0,0
tri03467,0,0,0
tri03468,0,0,0
tri03470,0,0,0
tri03480,0,0,1
tri03481,0,0,0
tri03488,0,0,0
tri03489,0,0,0
tri03496,0,0,0
tri03499,0,0,1
tri03502,0,0,0
tri03514,0,0,0
tri03516,0,0,0
tri03519,1,1,0
tri03522,1,0,0
tri03523,0,0,0
tri03525,0,0,0
tri03532,0,0,0
tri03533,0,0,0
tri03536,0,0,1
tri03540,0,0,1
tri03541,1,0,0
tri03542,0,2,0
tri03547,0,0,0
tri03553,0,0,0
tri03556,0,0,0
tri03557,0,0,0
tri03558,0,0,1
tri03565,0,0,0
tri03569,0,0,0
tri03570,0,0,1
tri03573,0,0,0
tri03583,0,0,0
tri03585,0,0,0
tri03587,0,0,0
tri03591,0,0,0
tri03593,0,0,0
tri03602,0,0,0
tri03604,0,0,0
tri03610,0,0,0
tri03612,0,0,0
tri03613,0,0,0
tri03614,0,1,0
tri03624,0,0,0
tri03629,0,0,0
tri03631,0,0,0
tri03634,1,1,0
tri03638,0,0,0
tri03639,0,0,0
tri03644,0,1,0
tri03647,0,0,0
tri03650,0,0,0
tri03664,0,0,0
tri03674,0,0,0
tri03678,1,1,0
tri03710,0,0,0
tri03718,0,0,0
tri03726,0,0,1
tri03730,1,0,0
tri03745,0,0,0
tri03746,1,0,1
tri03747,0,0,0
tri03748,0,0,0
tri03853,0,0,0
tri03856,0,0,0
tri03883,0,0,0
tri03940,0,0,0
tri03964,0,0,0
tri03979,1,0,0
tri03983,0,0,0
tri04021,0,0,0
tri04042,0,0,0
tri04045,0,0,0
tri04046,0,0,0
tri04052,0,0,0
tri04057,0,0,0
tri04068,0,0,0
tri04111,0,0,0
tri04112,0,0,0
tri04114,0,0,0
tri04160,0,0,0
tri04173,0,0,0
tri04202,0,0,0
tri04205,0,0,0
tri04213,0,0,0
tri04220,0,0,1
tri04227,0,0,1
tri04236,0,0,0
tri04272,0,0,0
tri04349,0,0,0
tri04385,0,0,0
tri04394,0,0,0
tri04396,0,0,0
tri04400,0,0,0
tri04415,1,0,0
tri04417,0,0,0
tri04419,0,0,1
tri04420,0,0,0
tri04421,0,0,0
tri04422,0,0,0
tri04424,0,0,0
tri04425,0,0,0
tri04426,0,0,0
tri04428,0,0,0
tri04429,0,0,0
tri04431,0,0,0
tri04434,1,0,0
tri04436,0,0,0
tri04439,0,0,0
tri04441,0,0,0
tri04442,0,0,0
tri04443,0,0,0
tri04465,0,1,0
tri04482,0,0,0
tri04506,0,0,0
tri04509,0,0,1
tri04511,0,0,0
tri04523,0,0,0
tri04524,0,0,0
tri04525,0,0,0
tri04526,0,0,0
tri04537,0,0,1
tri04544,0,0,0
tri04546,0,0,0
tri04551,0,0,0
tri04562,0,0,0
tri04563,0,0,0
tri04565,0,0,0
tri04568,0,0,0
tri04570,0,0,0
tri04578,0,0,0
tri04598,0,0,0
tri04599,0,0,0
tri04605,0,0,0
tri04612,0,0,0
tri04622,0,0,0
tri04626,0,0,0
tri04628,0,0,0
tri04632,0,0,0
tri04638,0,0,0
tri04641,0,0,1
tri04643,0,0,0
tri04647,0,0,0
tri04650,0,0,0
tri04659,0,0,0
tri04660,0,0,0
tri04662,0,0,0
tri04674,0,0,0
tri04698,0,0,0
tri04699,0,0,0
tri04701,0,0,0
tri04704,0,0,0
tri04707,0,0,0
tri04711,0,0,0
tri04722,0,0,0
tri04723,0,0,0
tri04733,0,0,0
tri04735,0,0,0
tri04758,0,0,0
tri04760,0,0,0
tri04764,0,0,0
tri04766,0,0,0
tri04775,0,0,0
tri04778,0,0,0
tri04809,0,0,0
tri04818,0,0,0
tri04826,0,0,0
tri04828,0,0,0
tri04829,0,0,0
tri04843,0,0,0
tri04853,0,0,0
tri04860,0,0,0
tri04882,0,0,0
tri04886,0,0,0
tri04895,0,0,0
tri04902,0,0,0
tri04912,0,0,0
tri04913,0,1,0
tri04931,0,0,0
tri04952,0,0,0
tri04958,0,0,0
tri04964,0,0,0
tri04973,0,0,0
tri04991,0,0,0
tri04999,0,0,0
tri05017,0,0,0
tri05043,0,0,0
tri05060,0,0,0
tri05064,0,0,0
tri05076,0,0,0
tri05083,0,0,0
tri05105,0,0,0
tri05108,0,0,0
tri05116,0,0,0
tri05117,0,0,0
tri05118,0,0,0
tri05179,0,0,0
tri05203,0,0,0
tri05213,0,0,0
tri05241,0,0,0
tri05242,0,0,0
tri05344,0,0,0
tri05347,1,0,0
tri05350,0,0,0
tri05351,1,0,0
tri05354,0,0,1
tri05356,2,0,0
tri05359,2,0,0
tri05361,0,0,0
tri05372,0,0,0
tri05373,0,0,0
tri05378,0,0,0
tri05383,0,0,0
tri05386,0,0,2
tri05395,0,0,1
tri05396,1,0,0
tri05408,1,0,0
tri05429,0,0,0
tri05432,0,0,0
tri05442,0,0,0
tri05445,0,0,0
tri05447,0,0,0
tri05450,0,0,0
tri05461,0,0,0
tri05464,0,0,0
tri05469,0,0,0
tri05473,0,0,0
tri05474,0,0,0
tri05475,0,0,1
tri05480,0,0,0
tri05492,0,0,0
tri05496,0,0,0
tri05514,0,0,0
tri05515,0,0,0
tri05522,0,0,0
tri05526,0,0,0
tri05532,0,0,1
tri05533,0,0,0
tri05534,1,0,0
tri05535,0,0,0
tri05536,0,0,0
tri05538,0,0,0
tri05547,0,0,0
tri05557,0,0,0
tri05565,0,0,0
tri05570,0,0,0
tri05571,0,0,0
tri05572,0,0,0
tri05580,0,0,0
tri05581,0,0,0
tri05582,0,0,0
tri05584,0,0,0
tri05592,0,0,0
tri05599,0,0,0
tri05601,0,0,0
tri05604,1,0,0
tri05608,1,0,0
tri05611,0,0,0
tri05612,0,0,0
tri05617,0,0,0
tri05622,0,0,0
tri05624,0,0,1
tri05627,0,0,0
tri05633,0,0,0
tri05638,0,0,0
tri05641,0,0,0
tri05645,0,0,0
tri05646,0,0,0
